,Name,Age,Gender,Net_Worth,Region,Company
1508,Anthony Pratt,53.0,male,3.0,North America,Pratt Industries/Visy Industries
455,Khoo Teck Puat,84.0,male,3.0,East Asia,Malayan Banking
309,Forrest Mars Jr,64.0,male,3.0,North America,"Mars, Incorperated"
1516,Husnu Ozyegin,69.0,male,3.0,Middle East/North Africa,FIBA Holding
304,Forrest Mars Sr,,male,3.0,North America,"Mars, Incorperated"
303,Robert Pritzker,69.0,male,3.0,North America,Hyatt
300,Jay and Arthur Pritzker,,male,3.0,North America,Hyatt
299,Jacqueline Mars,,female,3.0,North America,"Mars, Incorperated"
292,John Mars,59.0,male,3.0,North America,"Mars, Incorperated"
288,Khoo Teck Puat,79.0,male,3.0,East Asia,Malayan Banking
285,Suliman Olayan,,male,3.0,Middle East/North Africa,General Contracting Company
281,Jassim Al-Kharafi,,male,3.0,Middle East/North Africa,Kharafi Group
279,Lemos family,,,3.0,Europe,Efploia Shipping
1515,Helen Johnson-Leipold,57.0,female,3.0,North America,S. C. Johnson & Son
454,Henry Hillman,82.0,male,3.0,North America,Pittsburgh Coke & Chemical
1519,Jerry Jones,71.0,male,3.0,North America,Jones Oil and Land Lease
1522,Kerr Neilson,64.0,male,3.0,North America,Platinum Asset Management
1518,James Leprino,76.0,male,3.0,North America,Leprino Foods
1521,John Paul DeJoria,70.0,male,3.0,North America,John Paul Mitchell Systems/Patron Spirits Company
1520,John Catsimatidis,65.0,male,3.0,North America,Gristedes Foods
1517,Imogene Powers Johnson,84.0,female,3.0,North America,S. C. Johnson & Son
1523,Kushal Pal Singh,82.0,male,3.0,South Asia,DLF Limited
1524,Lawrence Ho,37.0,male,3.0,East Asia,"Sociedade de Turismo e Divers?es de Macau, SA"
1525,Lu Zhiqiang,61.0,male,3.0,East Asia,Oceanwide Group of Beijing
485,Joseph and Moise Safra,,male,2.9,Latin America,Banco Safra (now Saftra Group)
1545,Igor Olenicoff,71.0,male,2.9,North America,Olen Properties
1544,Herbert Louis,85.0,male,2.9,North America,S. C. Johnson & Son
1549,John Arnold,39.0,male,2.9,North America,Centaurus Advisors
1542,Gilberto Benetton,72.0,male,2.9,Europe,Benetton Group
1541,Fernando Roberto Moreira Salles,67.0,male,2.9,Latin America,Unibanco
487,Lorenzo Zambrano,56.0,male,2.9,Latin America,Cemex
486,Leslie Wexner,59.0,male,2.9,North America,Limited Brands
1548,Joao Moreira Salles,52.0,male,2.9,Latin America,Unibanco
484,Hiroshi Yamauchi,73.0,male,2.9,East Asia,Nintendo
483,Dietmar Hopp,60.0,male,2.9,Europe,SAP AG
317,William Hewlett,,male,2.9,North America,Hewlett-Packard
310,Rudolf Oetker,,male,2.9,Europe,Oetker-Gruppe
1540,Farhad Moshiri,58.0,male,2.9,Europe,Metalloinvest
1539,Do Won Chang,,male,2.9,North America,Forever 21
1538,"David Rockefeller, Sr.",98.0,male,2.9,North America,Standard Oil
1537,David Filo,47.0,male,2.9,North America,Yahoo!
1536,Carlo Benetton,70.0,male,2.9,Europe,Benetton Group
1535,Anil Agarwal,60.0,male,2.9,South Asia,Vedanta Resources
316,Koo Cha-kyung,,male,2.9,East Asia,LG Group
1543,Giuliana Benetton,76.0,female,2.9,Europe,Benetton Group
1561,Robert Kraft,72.0,male,2.9,North America,International Forest Products
1555,Marc Rowan,52.0,male,2.9,North America,Apollo Group Management
1564,"Walter Scott, Jr.",82.0,male,2.9,North America,Piewit Corporation
1563,Tom Gores,49.0,male,2.9,North America,Platinum Equity
1562,Thomas Pritzker,63.0,male,2.9,North America,Hyatt
1560,Rahel Blocher,38.0,female,2.9,Europe,EMS-Chemie
1559,Pedro Moreira Salles,54.0,male,2.9,Latin America,Unibanco
1557,Michael Ying,64.0,male,2.9,East Asia,Esprit Holdings Limited
1556,Michael Pieper,68.0,male,2.9,Europe,Artemis Goup
1558,Oprah Winfrey,60.0,female,2.9,North America,Harpo Productions
1554,Magdalena Martullo-Blocher,45.0,female,2.9,Europe,EMS-Chemie
1546,Jaime Gilinski Bacal,56.0,male,2.9,Latin America,Gilinski Group
1547,Jin Sook Chang,,female,2.9,North America,Forever 21
1553,Luciano Benetton,78.0,male,2.9,Europe,Benetton Group
1552,Joshua Harris,49.0,male,2.9,North America,Apollo Group Management
1551,Josephine Louis,83.0,female,2.9,North America,S. C. Johnson & Son
1550,John Fisher,52.0,male,2.9,North America,The Gap
1565,Walther Moreira Salles Junior,57.0,male,2.9,Latin America,Unibanco
1598,Richard Chandler,55.0,male,2.8,North America,Chandler Corporation
1593,Viktor Rashnikov,65.0,male,2.8,Europe,Magnitogorsk Metallurgical Enterprise
1594,W. Herbert Hunt,85.0,male,2.8,North America,Petro-Hunt
1595,"Wilbur Ross, Jr.",76.0,male,2.8,North America,WL Ross & Co
1596,Yang Kai,57.0,male,2.8,East Asia,China Huishan Dairy Holding
1597,Ziyad Manasir,48.0,male,2.8,Europe,Stroygazconsulting
321,Karl-Heinz Kipp,72.0,male,2.8,Europe,Massa
1569,Alfred Taubman,90.0,male,2.8,North America,Taubman Centers
332,Chey Jong-hyon,,male,2.8,East Asia,SK Group
323,Gianni Agnelli,,male,2.8,Europe,Fiat
322,Putera Sampoerna,,male,2.8,East Asia,Sampoerna
1591,Saif Al Ghurair,,male,2.8,Middle East/North Africa,Al-Ghurair Group
1592,Suh Kyung-Bae,51.0,male,2.8,East Asia,AmorePacific
1568,Alexandre Soares dos Santos,79.0,male,2.8,Europe,Jeronimo Martins
1566,Abilio dos Santos Diniz,77.0,male,2.8,Latin America,Companhia Brasileira de Distribui?ao
1578,Joan Tisch,88.0,female,2.8,North America,Loews Corporation
1567,Alexandra Schorghuber,55.0,female,2.8,Europe,Schorghuber Group
498,Aloysio de Andrade Faria,80.0,male,2.8,Latin America,Banco Real
1583,Masahiro Miki,58.0,male,2.8,East Asia,ABC-Mart
1582,Mary Alice Dorrance Malone,64.0,female,2.8,North America,Campbell Soup
1581,Leandro Rizzuto,75.0,male,2.8,North America,Conair
1580,Krit Ratanarak,67.0,male,2.8,East Asia,Bank of Ayudhya/Bangkok Broadcasting and Television Company
1579,John Caudwell,61.0,male,2.8,Europe,Midland Mobile Phones
1577,Huang Rulun,62.0,male,2.8,East Asia,Century Golden Resources Group
1586,Naguib Sawiris,59.0,male,2.8,Middle East/North Africa,Orascom
1576,Gautam Adani,51.0,male,2.8,South Asia,Adani Group
1575,Erman Ilicak,46.0,male,2.8,Middle East/North Africa,Ronesans Construction
1574,"Edward DeBartolo, Jr.",67.0,male,2.8,North America,Edward J. DeBartolo Corporation
1573,Dirk Rossmann,67.0,male,2.8,Europe,Rossmann
1572,Chee Chen Tung,72.0,male,2.8,East Asia,Orient Overseas Container Line
1571,Bernard Broermann,70.0,male,2.8,Europe,Asklepios Kliniken GmbH
1570,Angela Leong,52.0,female,2.8,East Asia,"Sociedade de Turismo e Divers?es de Macau, SA"
1585,Michael Moritz,59.0,male,2.8,North America,Sequoia Capital
1584,Michael & Rainer Schmidt-Ruthenbeck,,male,2.8,Europe,Metro AG
1590,Robert Bass,66.0,male,2.8,North America,Sid Richardson Gasoline Co
504,Yoshiaki Tsutsumi,66.0,male,2.8,East Asia,Seibu Corporation
503,Steven Udvar-Hazy,55.0,male,2.8,North America,International Lease Finance Corporation
502,Klaus Jacobs,,male,2.8,Europe,Jacobs Suchard AG
501,John Sall,54.0,male,2.8,North America,SAS institute
500,Jack Taylor,,male,2.8,North America,Enterprise
499,Charles Dolan,74.0,male,2.8,North America,Cablevision and HBO
1587,Othman Benjelloun,81.0,male,2.8,Middle East/North Africa,RMA Watanya
1589,Philippe Foriel-Destezet,78.0,male,2.8,Europe,Adecco
1588,Peter Sondakh,62.0,male,2.8,East Asia,Golden Eagle Energy
1615,Ron Burkle,61.0,male,2.7,North America,Yucaipa Companies
1613,Qiu Guanghe,62.0,male,2.7,East Asia,Zhejiang Semir Garment
1614,Robert Pera,35.0,male,2.7,North America,Ubiquiti Networks
1602,Eva Maria Bucher-Haefner,57.0,female,2.7,Europe,CA Technologies
1617,Ye Chenghai,70.0,male,2.7,East Asia,Shenzhen Salubris Pharmaceuticals
1618,Yeoh Tiong Lay,84.0,male,2.7,East Asia,YTL Corporation
1612,Patrice Motsepe,52.0,male,2.7,Sub-Saharan Africa,African Rainbow Minerals
1599,Dagmar Dolby,72.0,female,2.7,North America,Dolby Laboratories
1603,Hanni Toosbuy Kasprzak,56.0,female,2.7,Europe,ECCO
1607,Law Kar Po,66.0,male,2.7,East Asia,Park Hotel Group
1604,Jean-Michel Besnier,46.0,male,2.7,Europe,Lactalis
333,Jean-Louis Dumas,57.0,male,2.7,Europe,Hermes
1601,Elaine Wynn,70.0,female,2.7,North America,Wynn Resorts (formarly Mirage Resorts)
1600,David Bonderman,71.0,male,2.7,North America,TPG Capital
1605,Jeff Sutton,54.0,male,2.7,North America,Wharton Properties
336,Dietmar Hopp,55.0,male,2.7,Europe,SAP AG
1608,Liu Qiangdong,39.0,male,2.7,East Asia,JD.com
345,Edgar Bronfman,67.0,male,2.7,North America,Seagrams
1609,Marie Besnier Beauvalot,33.0,female,2.7,Europe,Lactalis
1610,Michael Rubin,41.0,male,2.7,North America,Kynetic/GSI
1611,Miguel Krigsner,64.0,male,2.7,Latin America,O Botic?rio
337,Gunter Herz,55.0,male,2.7,Europe,Maxingvest AG
342,Lim Goh Tong,78.0,male,2.7,East Asia,Genting Highlands
343,Eugene Wu,,male,2.7,East Asia,Shin Kong Financial
1606,Johan Johannson,47.0,male,2.7,Europe,Joh. Johannson
1616,Tong Jinquan,59.0,male,2.7,East Asia,Summit
526,Wang Yue-che,84.0,male,2.7,East Asia,Formosa Plastics
525,Samuel LeFrak,,male,2.7,North America,LeFrack 
524,Jeffrey Skoll,36.0,male,2.7,North America,Ebay
523,Cheng Yu-tung,75.0,male,2.7,East Asia,Chow Tai Fook Enterprises
522,Bruno Schroder,68.0,male,2.7,Europe,Schroders
1629,Jason Chang,69.0,male,2.6,East Asia,Advanced Semiconductor Engineering
1636,Reinhold Schmieding,59.0,male,2.6,North America,Arthrex Inc
1644,Yasumitsu Shigeta,49.0,male,2.6,East Asia,Hikari Tsushin
1643,Vladimir Bogdanov,62.0,male,2.6,Europe,Surgutneftegaz
1642,Vasily Anisimov,62.0,male,2.6,Europe,Metalloinvest/Coalco
1641,Ty Warner,69.0,male,2.6,North America,Ty Inc.
1640,Torbjorn Tornqvist,60.0,male,2.6,Europe,Gunvor Group
1639,Sze Man Bok,64.0,male,2.6,East Asia,Hengan Internationl Group Company Limited
1638,Sean Parker,34.0,male,2.6,North America,"Napster, Plaxo, Airtime"
1637,Richard Rainwater,69.0,male,2.6,North America,ENSCO International
1635,Philip Green,,male,2.6,Europe,Arcadia
540,Thomas Schmidheiny,55.0,male,2.6,Europe,Holcim
1634,Patrick Lee,72.0,male,2.6,East Asia,Lee & Man Paper Manufacturing
1633,Pan Zhengmin,44.0,male,2.6,East Asia,AAC Technologies
1632,Martin Viessmann,60.0,male,2.6,Europe,Viessmann Group
1631,Mark Cuban,55.0,male,2.6,North America,Broadcast.com
1630,Maria Luisa Solari Falabella,73.0,female,2.6,Latin America,SACI Falabella
1619,A. Jerrold Perenchio,83.0,male,2.6,North America,Univision
1628,Hui Lin Chit,61.0,male,2.6,East Asia,Hengan Internationl Group Company Limited
1627,"Herbert Allen, Jr.",74.0,male,2.6,North America,Allen & Company
1626,Helmut Sohmen,74.0,male,2.6,Europe,BW Group
1625,Emilio Azcarraga Jean,46.0,male,2.6,Latin America,Grupo Televisa
1624,Edson de Godoy Bueno,70.0,male,2.6,Latin America,Amil
1623,Danil Khachaturov,42.0,male,2.6,Europe,Rosgosstrakh
1622,Daniel Mate,50.0,male,2.6,Europe,Glencore Xstrata
1620,Anita Zucker,62.0,female,2.6,North America,Hudson's Bay Company
1621,Cristina Green,,female,2.6,Europe,Arcadia
357,Leo Kirch,,male,2.6,Europe,Kirch Group
380,Samuel Johnson,67.0,male,2.6,North America,S. C. Johnson & Son
354,Charles Bronfman,64.0,male,2.6,North America,Seagrams
358,Von Siemens family,,,2.6,Europe,Siemens
361,John Latsis,,male,2.6,Europe,EFG International
362,Yaw Teck-seng,,male,2.6,East Asia,Samling Strategic Corp
364,Alfred Heineken,,female,2.6,Europe,Heineken International
372,Jaime Augusto Zobel de Ayala,,male,2.6,East Asia,Ayala Corporation
373,George Ty,,male,2.6,East Asia,Metropolitan Bank and Trust Company
381,Henry Hillman,77.0,male,2.6,North America,Pittsburgh Coke & Chemical
538,Den Fujita,75.0,male,2.6,East Asia,McDonald's Japan
539,Klaus Tschira,60.0,male,2.6,Europe,SAP AG
382,Julio Bozano,60.0,male,2.5,Latin America,Banco Bozano Simonsen
408,John van Vlissingen,57.0,male,2.5,Europe,BCD Holdings
404,Yasuyuki Nambu,,male,2.5,East Asia,Pasona Inc
403,Rinji Shino,,male,2.5,East Asia,Meiko Group
398,Goroemon Yoshimoto,,male,2.5,East Asia,
397,Henry Fok,72.0,male,2.5,East Asia,Sociedade de Turismo e Divers?es de Macau
383,Porsche family,,,2.5,Europe,Porsche
405,Rafik Al-Hariri,52.0,male,2.5,Middle East/North Africa,Saudi Oger
384,Peter Livanos,,male,2.5,Europe,Ceres Hellenic
406,Alejo Peralta,,male,2.5,Latin America,Groupo IUSA
544,Alan Gerry,71.0,male,2.5,North America,Cablevision Industries
413,Sheikh Saleh Bin Abdul Aziz Al-rajhi,,male,2.5,Middle East/North Africa,Al Rajhi bank
552,Mustafa Rahmi Koc,70.0,male,2.5,Middle East/North Africa,Koc Holding
422,Mohammed Jameel,,male,2.5,Middle East/North Africa,Abdul Latif Jameel Co. Ltd
423,Maersk McKinney Moller,82.0,male,2.5,Europe,Maersk Group
546,David Rockefeller,85.0,male,2.5,North America,Standard Oil
548,Joan Kroc,,female,2.5,North America,McDonald's
549,John Malone,60.0,male,2.5,North America,Tele-Communications Inc
550,Kerry Packer,63.0,male,2.5,North America,Consolidated Press Holdings Limited
551,Michael and Rainer Schmidt-Ruthenbeck,,male,2.5,Europe,Metro AG
553,Otto Beisheim,77.0,male,2.5,Europe,Metro AG
545,Bernard Ecclestone,70.0,male,2.5,Europe,Formula One Group
554,Robert Rowling,47.0,male,2.5,North America,Tana Exploration Company
1688,"William Wrigley, Jr.",50.0,male,2.5,North America,Wm Wrigley Jr. Company
1687,William Fung,65.0,male,2.5,East Asia,Li & Fung Group
555,Takemitsu Takizaki,55.0,male,2.5,East Asia,Keyence
1686,William Erbey,64.0,male,2.5,North America,Ocwen Financial
1685,Warren Stephens,57.0,male,2.5,North America,Stephans Inc.
1672,Min Kao,65.0,male,2.5,North America,Garmin
547,Eugenio Garza Lagnera,,male,2.5,Latin America,Femsa
1673,Mochtar Riady,84.0,male,2.5,East Asia,Lippo Group
1675,Pang Kang,58.0,male,2.5,East Asia,Foshan Haitian Flavoring and Food
1660,Francisco Jose Riberas Mera,49.0,male,2.5,Europe,Corporation Gestamp SL
1676,Patricia Matte,70.0,female,2.5,Latin America,CMPC
424,Nicky Oppenheimer,50.0,male,2.5,Sub-Saharan Africa,De Beers
1674,Neil Bluhm,76.0,male,2.5,North America,JMB Realty
1653,Dan Friedkin,49.0,male,2.5,North America,Gulf States Toyota Distributors
1654,Dan Gertler,40.0,male,2.5,Middle East/North Africa,DGI Group
1655,David Cheriton,62.0,male,2.5,North America,Google
1656,Eduardo Belmont Anderson,68.0,male,2.5,Latin America,Belcorp
1657,Eliodoro Matte,68.0,male,2.5,Latin America,CMPC
1658,Ennio Doris,73.0,male,2.5,Europe,Mediolanum SpA
1659,Folorunsho Alakija,63.0,female,2.5,Sub-Saharan Africa,Famfa Limited
1661,H. Wayne Huizenga,76.0,male,2.5,North America,Waste Management
1678,Phillip Ruffin,78.0,male,2.5,North America,New Frontier Hotel and Casino
1662,Henry Hillman,95.0,male,2.5,North America,Pittsburgh Coke & Chemical
1663,Hubert Burda,74.0,male,2.5,Europe,Hubert Burda Media
1664,Jack Dangermond,68.0,male,2.5,North America,Environmental Systems Research Institute
1665,Jeff Greene,59.0,male,2.5,North America,
1666,"John Dorrance, III.",70.0,male,2.5,Europe,Campbell Soup
1667,Juan Maria Riberas Mera,,male,2.5,Europe,Corporation Gestamp SL
1668,Juan-Miguel Villar Mir,82.0,male,2.5,Europe,Obrascon Huarte Lain S.A.
1669,Kjell Inge Rokke,55.0,male,2.5,Europe,Aker Soulutions ASA
1670,Madeleine Olsson Ericksson,69.0,female,2.5,Europe,Stena Sphere
1671,Michael Milken,67.0,male,2.5,North America,Drexel Burnham Lambert
1677,Philip Niarchos,60.0,male,2.5,Europe,Niarchos Ltd
386,Michael Kadoorie,55.0,male,2.5,East Asia,CLP Holdings
1682,Teddy Sagi,42.0,male,2.5,Middle East/North Africa,Playtech
1646,Aristotelis Mistakidis,52.0,male,2.5,Europe,Glencore Xstrata
1684,Valery Kogan,62.0,male,2.5,Europe,East Line Group
1683,Timothy Headington,63.0,male,2.5,North America,Headington Oil
1652,Clive Calder,67.0,male,2.5,Europe,Zomba Group
1681,Stefan Olsson,65.0,male,2.5,Europe,Stena Sphere
1680,Siegfried Meister,76.0,male,2.5,Europe,Rational AG
432,George Soros,65.0,male,2.5,North America,Soros Fund Management
1645,Abdulla Al Futtaim,,male,2.5,Middle East/North Africa,Al-Futtaim Group
1679,Shigenobu Nagamori,69.0,male,2.5,East Asia,Nidec
433,Abigail Johnson,34.0,female,2.5,North America,Fidelity Investments
431,Banyong Lamsam,,male,2.5,East Asia,Kasikornbank
430,Ernesto Bertarelli,30.0,male,2.5,Europe,Serono
1647,Belmiro de Azevedo,75.0,male,2.5,Europe,Sonae SGPS
1648,Bernardo Matte,58.0,male,2.5,Latin America,CMPC
1649,Bernd Freier,57.0,male,2.5,Europe,s.Oliver
1650,Charles Dunstone,50.0,male,2.5,Europe,The Carphone Warehouse
1651,Chey Tae-Won,53.0,male,2.5,East Asia,SK Corporation
434,Jon Huntsman,58.0,male,2.5,North America,Huntsman chemical
1718,Silas Chou,67.0,male,2.4,East Asia,Michael Kors
1720,Tilman Fertitta,56.0,male,2.4,North America,Landry's Restaurant
1717,Sebastian Pinera,64.0,male,2.4,Latin America,Bancard
1716,Saleh Kamel,72.0,male,2.4,Middle East/North Africa,Dallah al Baraka Group
1719,Stephen Lansdown,61.0,male,2.4,Europe,Hargreaves Lansdown
584,Mikhail Khodorkovsky,37.0,male,2.4,Europe,Yukos
1721,Peter Lim,60.0,male,2.4,East Asia,Wilmar International
581,Henry Nicholas,39.0,male,2.4,North America,Broadcom Corporation
582,Laurence Tisch,,male,2.4,North America,Loews Corporation
583,Leonard Stern,62.0,male,2.4,North America,Hartz Group
1715,Rodney Lewis,60.0,male,2.4,North America,Lewis Energy
447,Kanichiro Ishibashi,,male,2.4,East Asia,Bridgestone Corp
1714,Richard Desmond,62.0,male,2.4,Europe,Northern & Shell
1708,Ma Jianrong,50.0,male,2.4,East Asia,Shenzhou International
448,Andrew Gotianun,,male,2.4,East Asia,Filinvest Development Corporation
1695,Edwin Leong,62.0,male,2.4,East Asia,Tai Hung Fai Enterprise
1696,Esther Grether,78.0,female,2.4,Europe,Doetsch Grether
1697,George Argyros,77.0,male,2.4,North America,Arnel & Affiliates
1699,Ingeburg Herz,92.0,female,2.4,Europe,Maxingvest AG
1700,Juan Abello,72.0,male,2.4,Europe,Abello Laboratories
1707,Louis Le Duff,67.0,male,2.4,Europe,Brioche Doree
1689,Abdullah Al Rajhi,,male,2.4,Middle East/North Africa,Al Rajhi bank
1706,Liang Yunchao,45.0,male,2.4,East Asia,Guangdong By-Health Biotechnology
1705,Leszek Czarnecki,52.0,male,2.4,Europe,Getin Holding
1704,Lawrence Stroll,54.0,male,2.4,North America,Michael Kors
1701,Ken Fisher,63.0,male,2.4,North America,Fisher Investments
1702,Kevin Plank,41.0,male,2.4,North America,Under Armour
1703,Kwek Leng Beng,73.0,male,2.4,East Asia,Hong Leong Group
441,Hisakazu Yamaguchi,,male,2.4,East Asia,Daiwan Can
1698,Henry Fong Yun Wah,89.0,male,2.4,East Asia,Hip Shing Hong Group
1690,Andrej Babis,59.0,male,2.4,Europe,Agrofert
1693,Brijmohan Lall Munjal,90.0,male,2.4,South Asia,Hero Group
1712,Onsi Sawiris,84.0,male,2.4,Middle East/North Africa,Orascom
1711,Mortimer Zuckerman,76.0,male,2.4,North America,Boston Properties
1710,Manuel Jove,72.0,male,2.4,Europe,Fadesa
1709,Maja Oeri,59.0,female,2.4,Europe,Roche
1692,Bharat Desai,61.0,male,2.4,North America,Syntel
1691,Barry Diller,72.0,male,2.4,North America,IAC 
1713,Pankaj Patel,60.0,male,2.4,South Asia,Cadila Healthcare
1694,Carlos Ardila Lulle,83.0,male,2.4,Latin America,Organizacion Ardila Lulle
1752,Xue Xiangdong,55.0,male,2.3,East Asia,DHC Software
474,Kjeld Kirk Kristiansen,48.0,male,2.3,Europe,Lego
1753,Youssef Mansour,68.0,male,2.3,Middle East/North Africa,Mansour Group
449,Anacleto Angelini,82.0,male,2.3,Latin America,Angelini Group
464,Leonardo Del Vecchio,60.0,male,2.3,Europe,?Luxottica
605,William Davidson,78.0,male,2.3,North America,Guardian Industries
604,Terry Gou,,male,2.3,East Asia,Foxconn
603,Susan Thompson Buffett,68.0,female,2.3,North America,Berkshire Hathaway
478,Robert Bass,48.0,male,2.3,North America,Sid Richardson Gasoline Co
602,Robert Bosch Jr,73.0,male,2.3,Europe,Robert Bosch GmbH
470,Michele Ferrero,69.0,male,2.3,Europe,Ferrero spa
473,Kim Woo-choong,,male,2.3,East Asia,Daewoo Group
450,Dieter Schwarz,,male,2.3,Europe,Schwarz Group
472,Akio Morita,,male,2.3,East Asia,Sony
471,Eitaro Itoyama,53.0,male,2.3,East Asia,
601,Richard Schulze,60.0,male,2.3,North America,Best Buy
462,Ciputra,,male,2.3,East Asia,Ciputra Development
599,Ralph Lauren,62.0,male,2.3,North America,Ralph Lauren
598,Martin Bouygues,49.0,male,2.3,Europe,Bouygues S.A.
597,Henry Samueli,46.0,male,2.3,North America,Broadcom Corporation
596,Gordon Getty,60.0,male,2.3,North America,Getty 
595,George Kaiser,58.0,male,2.3,North America,Kaiser-Francis Oil Company
600,Ray Hunt,58.0,male,2.3,North America,Hunt Oil. Co
1751,Xu Jingren,69.0,male,2.3,East Asia,Yangtze River Pharmaceutical Group
1750,Wang Changtian,48.0,male,2.3,East Asia,Beijing Enlight
1729,Chen Fashu,53.0,male,2.3,East Asia,Zijin Mining Group
1735,James France,69.0,male,2.3,North America,NASCAR
1734,Indu Jain,77.0,female,2.3,South Asia,"Bennett, Coleman & Co Ltd."
1733,Henadiy Boholyubov,52.0,male,2.3,Europe,Privatbank
1732,George Ty,81.0,male,2.3,East Asia,Metropolitan Bank and Trust Company
1731,David Murdock,90.0,male,2.3,North America,Dole Food Company
1730,"Clemmie Spangler, Jr.",81.0,male,2.3,North America,Bank of North Carolina
1728,Caprotti Bernardo,88.0,male,2.3,Europe,Esselunga
1737,Jean Claude Gandur,65.0,male,2.3,Europe,Addax Petroleum
1727,Cai Kui,51.0,male,2.3,East Asia,Longfor Properties
1726,Bill Gross,69.0,male,2.3,North America,PIMCO
1725,"Bernard Saul, II.",81.0,male,2.3,North America,B. F. Saul Company
1724,Alexander Skorobogatko,46.0,male,2.3,Europe,NCSP Group
1723,Alexander Ponomarenko,49.0,male,2.3,Europe,NCSP Group
1722,Alexander Mamut,54.0,male,2.3,Europe,Livejournal
1736,Jean (Gigi) Pritzker,52.0,female,2.3,North America,Hyatt
477,Stephan Schmidheiny,48.0,male,2.3,Europe,Holcim
1747,Robert Miller CA,68.0,male,2.3,North America,Future Electronics
1743,Mario Moretti Polegato,61.0,male,2.3,Europe,Geox
1745,Penny Pritzker,54.0,female,2.3,North America,Hyatt
1746,Richard Marriott,75.0,male,2.3,North America,Marriot
1742,Kuok Khoon Hong,64.0,male,2.3,East Asia,Wilmar International
1741,Kenneth Langone,78.0,male,2.3,North America,Home Depot
1740,Julio Ponce,68.0,male,2.3,Latin America,Quimica y Minera de Chile
1739,John Whittaker,71.0,male,2.3,Europe,The Peel Group
1744,Michal Solowow,51.0,male,2.3,Europe,Synthos
1748,Stanley Hubbard,80.0,male,2.3,North America,Hubbard Broadcasting Inc
1749,Victor Fung,68.0,male,2.3,North America,Li & Fung Group
1738,Jia Yueting,41.0,male,2.3,East Asia,Leshi Television
1782,Stephen Bisciotti,53.0,male,2.2,North America,Allegis Group
639,Thomas Siebel,48.0,male,2.2,North America,Siebel Systems
1781,Semahat Arsel,85.0,female,2.2,Middle East/North Africa,Koc Holding
1780,Rossana Camargo de Arruda Botelho,64.0,female,2.2,Latin America,Grupo Camargo Correra
638,Tadahiro Yoshida,54.0,male,2.2,East Asia,YKK
634,Maersk McKinney Moller,87.0,male,2.2,Europe,Maersk Group
1785,Goh Cheng Liang,,male,2.2,East Asia,Nipsea
1783,Ted Turner,75.0,male,2.2,North America,CNN
1784,Tor Peterson,49.0,male,2.2,North America,Glencore Xstrata
635,Martha Ingram,65.0,female,2.2,North America,Ingram Industries
627,Barbara Piasecka Johnson,64.0,female,2.2,North America,Johnson & Johnson
628,Bernard Sherman,59.0,male,2.2,North America,Empire Laboratories
629,David Duffield,60.0,male,2.2,North America,PeopleSoft
630,Frank Lowy,70.0,male,2.2,North America,Westfield Group
637,Shiv Nadar,55.0,male,2.2,South Asia,HCL
632,James Kim,65.0,male,2.2,North America,Amkor
633,Jean-Claude Decaux,63.0,male,2.2,Europe,JCDecaux
636,Nancy Walton Laurie,49.0,female,2.2,North America,Walmart
631,H Wayne Huizenga,63.0,male,2.2,North America,Waste Management
1760,Giuseppe De'Longhi,74.0,male,2.2,Europe,De'Longhi Group
1756,"Bill Marriott, Jr.",81.0,male,2.2,North America,Marriot
1757,Bulat Utemuratov,56.0,male,2.2,South Asia,ATF Bank
1755,Bahaa Hariri,47.0,male,2.2,Middle East/North Africa,Saudi Oger
492,Akihiko Otsuka,,male,2.2,East Asia,Otsuka Holdings
491,Prajogo Pangestu,,male,2.2,East Asia,Barito Pacific
482,Adrian and John Swire,,male,2.2,East Asia,Swire
481,Andronico Luksic,69.0,male,2.2,Latin America,Antofagasta
1765,John de Mol,58.0,male,2.2,Europe,Endemol
1758,Chip Wilson,57.0,male,2.2,North America,Lululemon Athletica
1766,Kalanithi Maran,48.0,male,2.2,South Asia,Sun Group
1759,Daniel Loeb,52.0,male,2.2,North America,Third Point LLC
1764,Joe Mansueto,57.0,male,2.2,North America,"Morningstar, Inc"
1763,Jiang Rensheng,60.0,male,2.2,East Asia,Chongqing Zhifei Biological Products
1762,Jean Coutu,86.0,male,2.2,North America,Jean Coutu Group
1761,Jack Dorsey,37.0,male,2.2,North America,Twitter
1767,Lindsay Fox,76.0,male,2.2,North America,Linfox
1754,Andreas Halvorsen,52.0,male,2.2,Europe,Viking Global Equities
1768,Manuel Lao Hernandez,69.0,male,2.2,Europe,Cirsa
1772,Moise Safra,79.0,male,2.2,Latin America,Banco Safra (now Saftra Group)
1778,Richard Peery,75.0,male,2.2,North America,
1776,Regina de Camargo Pires Oliveira Dias,60.0,female,2.2,Latin America,Grupo Camargo Correra
1775,Peter Thiel,46.0,male,2.2,North America,PayPal
1774,Naruatsu Baba,36.0,male,2.2,East Asia,Colopl
1773,Nadhmi Auchi,76.0,male,2.2,Europe,General Mediterranean Holding
493,Kazuo Matsuda,,male,2.2,East Asia,Nichiei
512,Lee Bass,39.0,male,2.2,North America,Sid Richardson Gasoline Co
1771,Martin Naughton,74.0,male,2.2,Europe,Glen Dimplex Group
1770,Martin Haefner,60.0,male,2.2,Europe,CA Technologies
1769,Mark Coombs,53.0,male,2.2,Europe,Ashmore Group
495,Lucio Tan,61.0,male,2.2,East Asia,Asia Brewery
